order_id,customer_id,customer_segment,order_date,due_date,product_type,quantity,estimated_production_time,resource_available,machine_id,status,priority_score
O10621,C1477,B,2025-05-29,2025-06-12,Thingamajig,78,18.98,11,M4,in progress,0.5
O10622,C1122,B,2025-05-12,2025-05-24,Gadget,95,37.1,10,M4,in progress,-0.51
O10623,C1443,C,2025-05-08,2025-05-12,Doohickey,52,12.41,8,M4,in progress,3.16
O10624,C1084,B,2025-05-28,2025-06-11,Thingamajig,83,23.48,5,M5,queued,0.05
O10625,C1500,B,2025-06-24,2025-06-30,Doohickey,16,2.68,9,M5,in progress,5.33
O10626,C1410,B,2025-06-20,2025-06-25,Thingamajig,69,19.95,9,M5,delayed,4.0
O10627,C1416,C,2025-05-25,2025-06-07,Doohickey,99,37.3,7,M3,queued,-2.93
O10628,C1091,A,2025-05-18,2025-05-23,Thingamajig,12,3.06,7,M1,in progress,7.69
O10629,C1452,C,2025-06-21,2025-07-04,Widget,25,6.99,4,M4,queued,0.1
O10630,C1212,C,2025-05-13,2025-05-16,Doohickey,52,15.04,8,M4,queued,3.3
O10631,C1013,B,2025-05-28,2025-06-04,Widget,85,19.5,7,M4,delayed,3.25
O10632,C1092,B,2025-06-25,2025-07-07,Gadget,53,11.43,4,M5,queued,2.06
O10633,C1378,A,2025-05-15,2025-05-23,Widget,23,4.72,10,M5,delayed,6.33
O10634,C1474,C,2025-06-27,2025-07-06,Doohickey,16,2.6,10,M5,queued,2.14
O10635,C1171,B,2025-05-12,2025-05-25,Thingamajig,57,21.61,7,M4,queued,0.64
O10636,C1401,B,2025-05-26,2025-06-06,Widget,39,8.94,8,M2,in progress,2.71
O10637,C1477,C,2025-06-29,2025-07-03,Thingamajig,53,9.16,9,M1,queued,3.48
O10638,C1211,B,2025-06-26,2025-07-03,Gadget,42,11.88,6,M5,queued,4.01
O10639,C1411,C,2025-05-30,2025-06-05,Gadget,58,20.02,11,M1,in progress,1.6
O10640,C1343,B,2025-05-12,2025-05-20,Doohickey,39,12.98,8,M4,queued,3.5
O10641,C1443,A,2025-05-11,2025-05-23,Thingamajig,14,5.23,11,M5,in progress,4.68
O10642,C1377,A,2025-05-06,2025-05-14,Widget,95,34.03,5,M3,in progress,3.4
O10643,C1416,B,2025-07-03,2025-07-10,Widget,5,1.93,10,M5,queued,5.01
O10644,C1128,B,2025-05-31,2025-06-14,Gadget,35,9.02,7,M1,queued,1.5
O10645,C1137,B,2025-05-07,2025-05-12,Thingamajig,87,29.76,7,M3,in progress,3.02
O10646,C1082,B,2025-05-06,2025-05-13,Thingamajig,93,19.79,11,M4,in progress,3.22
O10647,C1404,B,2025-05-31,2025-06-03,Gadget,75,15.93,9,M4,queued,5.21
O10648,C1360,A,2025-06-09,2025-06-20,Widget,18,5.01,11,M1,in progress,5.1
O10649,C1056,B,2025-06-05,2025-06-11,Gadget,76,28.53,5,M4,in progress,2.75
O10650,C1196,A,2025-05-06,2025-05-13,Thingamajig,9,2.08,9,M5,queued,6.99
O10651,C1447,B,2025-06-14,2025-06-26,Widget,74,21.45,5,M3,queued,1.06
O10652,C1020,A,2025-06-19,2025-06-30,Gadget,58,8.79,6,M4,queued,4.72
O10653,C1440,B,2025-06-26,2025-06-28,Thingamajig,17,5.51,10,M4,in progress,6.65
O10654,C1241,C,2025-05-30,2025-06-04,Thingamajig,7,1.46,7,M1,in progress,3.85
O10655,C1114,B,2025-06-07,2025-06-11,Doohickey,46,10.88,7,M2,queued,5.31
O10656,C1103,A,2025-06-15,2025-06-22,Doohickey,13,4.62,6,M3,queued,6.74
O10657,C1419,C,2025-06-29,2025-07-03,Gadget,40,15.47,4,M2,queued,2.85
O10658,C1471,C,2025-06-21,2025-06-26,Widget,42,10.31,10,M4,queued,2.97
O10659,C1236,B,2025-06-02,2025-06-10,Widget,9,1.95,9,M3,queued,4.6
O10660,C1180,B,2025-05-17,2025-05-29,Doohickey,50,17.25,6,M4,in progress,1.48
O10661,C1157,A,2025-05-29,2025-06-08,Thingamajig,27,8.12,9,M2,queued,5.19
O10662,C1421,A,2025-06-18,2025-06-26,Doohickey,66,17.48,11,M5,queued,5.05
O10663,C1408,B,2025-06-20,2025-06-23,Gadget,5,0.9,8,M2,in progress,6.71
O10664,C1447,C,2025-07-01,2025-07-11,Doohickey,29,5.79,7,M5,queued,1.42
O10665,C1117,C,2025-05-22,2025-06-02,Widget,37,11.31,9,M3,queued,0.47
O10666,C1115,B,2025-07-02,2025-07-08,Gadget,38,8.62,5,M5,delayed,4.74
O10667,C1013,C,2025-07-04,2025-07-12,Widget,83,21.11,9,M4,queued,0.69
O10668,C1338,B,2025-05-16,2025-05-29,Gadget,8,1.46,8,M2,queued,2.65
O10669,C1099,C,2025-06-23,2025-07-02,Thingamajig,65,16.54,10,M3,in progress,0.75
O10670,C1205,B,2025-06-15,2025-06-25,Doohickey,86,30.04,7,M4,queued,1.0
O10671,C1169,A,2025-05-31,2025-06-11,Widget,17,2.91,11,M4,queued,5.31
O10672,C1143,C,2025-06-24,2025-07-05,Gadget,71,16.69,6,M3,delayed,-0.07
O10673,C1443,C,2025-06-08,2025-06-18,Doohickey,89,14.52,11,M4,queued,0.55
O10674,C1036,A,2025-05-09,2025-05-13,Widget,45,13.53,8,M2,queued,7.05
O10675,C1496,C,2025-06-18,2025-06-21,Thingamajig,4,0.68,7,M5,queued,4.73
O10676,C1396,A,2025-05-12,2025-05-24,Gadget,36,5.61,9,M2,queued,4.64
O10677,C1143,C,2025-05-06,2025-05-12,Widget,70,27.09,10,M3,queued,0.89
O10678,C1180,B,2025-06-13,2025-06-21,Widget,31,5.7,4,M1,in progress,4.23
O10679,C1329,A,2025-05-06,2025-05-09,Thingamajig,19,7.25,10,M4,in progress,8.08
O10680,C1261,C,2025-06-07,2025-06-18,Gadget,61,23.29,4,M2,delayed,-0.73
O10681,C1205,C,2025-06-06,2025-06-18,Doohickey,54,8.63,5,M2,in progress,0.34
O10682,C1348,C,2025-06-12,2025-06-14,Widget,39,5.94,10,M2,queued,4.61
O10683,C1432,C,2025-05-17,2025-05-21,Gadget,91,14.3,7,M2,queued,2.97
O10684,C1275,B,2025-05-30,2025-06-10,Gadget,74,28.61,4,M5,in progress,0.74
O10685,C1170,C,2025-05-23,2025-06-02,Thingamajig,90,31.22,6,M4,queued,-1.12
O10686,C1481,B,2025-05-10,2025-05-21,Widget,19,5.64,7,M1,in progress,3.04
O10687,C1015,B,2025-05-08,2025-05-22,Doohickey,39,11.37,6,M4,queued,1.26
O10688,C1060,B,2025-05-20,2025-05-27,Widget,67,19.17,10,M4,queued,3.28
O10689,C1450,B,2025-06-30,2025-07-12,Widget,45,12.77,6,M3,queued,1.92
O10690,C1497,A,2025-06-08,2025-06-17,Doohickey,13,4.89,4,M2,queued,5.91
O10691,C1134,A,2025-06-09,2025-06-17,Gadget,92,26.45,7,M2,in progress,4.15
O10692,C1092,C,2025-06-03,2025-06-12,Widget,58,10.05,9,M5,queued,1.39
O10693,C1298,C,2025-06-08,2025-06-22,Gadget,20,7.16,8,M1,queued,-0.32
O10694,C1493,A,2025-06-22,2025-06-24,Thingamajig,92,18.9,4,M1,queued,7.31
O10695,C1136,B,2025-06-03,2025-06-05,Gadget,72,14.87,4,M3,in progress,5.71
O10696,C1020,B,2025-06-29,2025-07-05,Doohickey,61,10.49,9,M3,queued,4.55
O10697,C1056,C,2025-06-11,2025-06-22,Doohickey,39,6.78,7,M3,in progress,0.92
O10698,C1306,C,2025-06-28,2025-07-11,Thingamajig,1,0.16,7,M2,in progress,0.78
O10699,C1223,B,2025-05-19,2025-06-01,Gadget,3,0.67,11,M2,in progress,2.73
O10700,C1177,A,2025-06-23,2025-07-01,Widget,77,15.61,10,M5,in progress,5.24
O10701,C1374,B,2025-06-17,2025-06-28,Thingamajig,92,29.04,6,M1,in progress,0.7
O10702,C1403,B,2025-07-03,2025-07-08,Doohickey,62,16.93,10,M1,queued,4.31
O10703,C1161,B,2025-07-04,2025-07-10,Gadget,63,20.91,9,M3,delayed,3.51
O10704,C1224,C,2025-07-02,2025-07-07,Doohickey,25,8.09,10,M4,queued,3.19
O10705,C1311,B,2025-06-04,2025-06-09,Widget,56,10.66,9,M1,in progress,4.93
O10706,C1262,A,2025-06-13,2025-06-24,Thingamajig,33,6.67,7,M5,in progress,4.93
O10707,C1060,B,2025-06-19,2025-06-25,Thingamajig,38,12.92,6,M2,delayed,4.31
O10708,C1198,B,2025-05-20,2025-05-25,Doohickey,6,1.72,10,M1,queued,5.83
O10709,C1461,C,2025-06-27,2025-07-07,Thingamajig,58,12.59,4,M5,in progress,0.74
O10710,C1296,C,2025-06-15,2025-06-20,Gadget,44,11.08,5,M2,queued,2.89
O10711,C1098,A,2025-07-04,2025-07-07,Gadget,45,7.39,11,M4,queued,8.06
O10712,C1131,C,2025-06-06,2025-06-11,Doohickey,32,9.48,8,M3,in progress,3.05
O10713,C1023,B,2025-06-21,2025-06-25,Doohickey,45,14.59,4,M3,queued,4.94
O10714,C1363,C,2025-06-10,2025-06-24,Thingamajig,61,12.91,7,M3,in progress,-0.89
O10715,C1224,B,2025-06-09,2025-06-16,Doohickey,47,10.1,8,M1,in progress,4.19
O10716,C1001,B,2025-06-28,2025-07-05,Gadget,21,4.92,5,M5,queued,4.71
O10717,C1267,C,2025-06-30,2025-07-05,Widget,80,14.44,5,M3,queued,2.56
O10718,C1474,C,2025-05-21,2025-05-25,Gadget,85,21.49,6,M2,in progress,2.25
O10719,C1413,B,2025-06-14,2025-06-21,Thingamajig,75,27.66,8,M5,queued,2.43
O10720,C1276,C,2025-05-22,2025-06-01,Doohickey,36,6.67,6,M5,queued,1.33
O10721,C1352,C,2025-05-15,2025-05-20,Doohickey,99,17.46,4,M1,in progress,2.25
O10722,C1369,B,2025-06-20,2025-06-26,Doohickey,19,3.59,9,M1,queued,5.24
O10723,C1482,B,2025-05-09,2025-05-21,Thingamajig,20,4.8,9,M4,in progress,2.72
O10724,C1380,B,2025-06-26,2025-07-07,Widget,57,9.05,9,M4,queued,2.7
O10725,C1378,B,2025-06-20,2025-07-03,Thingamajig,18,3.07,8,M1,in progress,2.49
O10726,C1344,B,2025-05-30,2025-06-10,Gadget,47,12.27,9,M1,queued,2.37
O10727,C1101,C,2025-06-02,2025-06-10,Widget,49,8.79,4,M5,delayed,1.92
O10728,C1187,A,2025-05-27,2025-06-07,Doohickey,14,4.88,6,M5,in progress,5.11
O10729,C1221,B,2025-06-26,2025-06-30,Gadget,15,4.42,8,M1,queued,5.96
O10730,C1036,B,2025-05-10,2025-05-24,Doohickey,31,9.59,6,M5,queued,1.44
O10731,C1486,A,2025-06-23,2025-06-29,Widget,1,0.34,8,M1,queued,7.57
O10732,C1341,B,2025-05-30,2025-06-11,Thingamajig,54,13.65,6,M5,delayed,1.84
O10733,C1472,B,2025-05-24,2025-05-27,Gadget,3,0.91,5,M1,queued,6.71
O10734,C1170,B,2025-06-10,2025-06-19,Thingamajig,16,4.66,6,M2,queued,3.93
O10735,C1320,B,2025-05-18,2025-05-26,Gadget,87,33.37,9,M1,queued,1.46
O10736,C1161,B,2025-06-20,2025-07-02,Doohickey,57,12.52,5,M2,queued,1.95
O10737,C1340,B,2025-05-10,2025-05-22,Doohickey,75,21.68,6,M3,queued,1.03
O10738,C1435,B,2025-05-07,2025-05-12,Thingamajig,12,3.61,8,M2,in progress,5.64
O10739,C1064,A,2025-05-18,2025-05-21,Doohickey,74,15.79,8,M3,queued,7.22
O10740,C1369,B,2025-05-28,2025-05-30,Widget,96,35.76,11,M4,queued,3.62
O10741,C1461,B,2025-05-09,2025-05-22,Widget,16,3.18,8,M5,queued,2.48
O10742,C1154,B,2025-06-30,2025-07-13,Widget,72,24.86,7,M4,in progress,0.31
O10743,C1260,C,2025-05-25,2025-06-02,Widget,76,16.21,4,M1,in progress,1.18
O10744,C1159,A,2025-05-10,2025-05-19,Gadget,24,6.67,8,M2,queued,5.73
O10745,C1342,B,2025-06-21,2025-06-25,Gadget,28,5.08,5,M3,queued,5.89
O10746,C1210,A,2025-05-30,2025-06-08,Widget,8,1.39,11,M3,queued,6.26
O10747,C1168,B,2025-07-04,2025-07-16,Gadget,92,33.28,8,M2,queued,-0.13
O10748,C1207,B,2025-07-03,2025-07-16,Widget,36,6.77,7,M1,in progress,2.12
O10749,C1357,B,2025-05-24,2025-06-05,Thingamajig,90,26.87,9,M2,queued,0.51
O10750,C1152,B,2025-05-24,2025-05-27,Gadget,8,2.73,5,M4,in progress,6.53
O10751,C1284,B,2025-06-17,2025-06-20,Widget,58,17.04,7,M4,delayed,5.1
O10752,C1066,B,2025-05-15,2025-05-20,Widget,60,13.14,9,M1,queued,4.69
O10753,C1099,A,2025-05-18,2025-05-28,Thingamajig,50,7.73,10,M2,queued,5.23
O10754,C1216,B,2025-06-07,2025-06-18,Thingamajig,28,9.05,10,M4,in progress,2.7
O10755,C1341,B,2025-05-31,2025-06-09,Doohickey,92,21.25,5,M3,delayed,2.28
O10756,C1482,B,2025-05-08,2025-05-17,Widget,41,13.81,6,M3,queued,3.02
O10757,C1195,C,2025-05-16,2025-05-27,Doohickey,64,13.62,4,M5,in progress,0.24
O10758,C1347,A,2025-06-05,2025-06-12,Gadget,27,4.93,11,M2,queued,6.71
O10759,C1384,B,2025-06-19,2025-06-26,Widget,63,11.37,4,M1,queued,4.06
O10760,C1463,B,2025-06-07,2025-06-10,Widget,17,2.74,7,M3,in progress,6.53
O10761,C1090,A,2025-06-23,2025-07-03,Gadget,73,29.14,9,M3,in progress,3.09
O10762,C1316,A,2025-06-26,2025-07-07,Thingamajig,33,9.85,4,M4,in progress,4.61
O10763,C1292,C,2025-06-01,2025-06-14,Widget,84,19.57,9,M3,in progress,-1.16
O10764,C1155,B,2025-06-28,2025-07-11,Thingamajig,77,12.09,9,M2,in progress,1.59
O10765,C1208,B,2025-06-21,2025-07-02,Widget,92,15.68,7,M2,queued,2.03
O10766,C1281,B,2025-05-12,2025-05-15,Doohickey,29,10.45,7,M5,in progress,5.76
O10767,C1427,B,2025-05-29,2025-06-06,Thingamajig,13,4.0,7,M4,queued,4.4
O10768,C1001,C,2025-06-15,2025-06-17,Doohickey,46,14.64,4,M2,in progress,3.74
O10769,C1156,B,2025-05-17,2025-05-22,Widget,35,6.78,10,M2,queued,5.32
O10770,C1147,C,2025-06-22,2025-07-04,Doohickey,6,1.85,7,M4,queued,1.01
O10771,C1108,B,2025-06-08,2025-06-18,Widget,82,32.09,11,M4,queued,0.79
O10772,C1221,A,2025-06-13,2025-06-27,Widget,69,24.25,4,M4,queued,1.98
O10773,C1403,C,2025-05-24,2025-05-30,Doohickey,47,13.83,7,M4,queued,2.22
O10774,C1297,C,2025-05-31,2025-06-14,Widget,25,3.9,8,M5,queued,0.01
O10775,C1311,C,2025-06-01,2025-06-07,Gadget,66,11.05,9,M3,queued,2.5
O10776,C1336,C,2025-05-09,2025-05-15,Widget,10,3.0,11,M1,queued,3.3
O10777,C1165,B,2025-07-01,2025-07-04,Widget,56,21.24,7,M4,in progress,4.68
O10778,C1239,C,2025-05-16,2025-05-29,Gadget,30,5.63,5,M2,delayed,0.24
O10779,C1227,B,2025-06-21,2025-06-28,Thingamajig,5,1.64,9,M1,queued,5.04
O10780,C1227,B,2025-05-22,2025-05-27,Gadget,33,10.95,9,M5,queued,4.9
O10781,C1346,B,2025-06-06,2025-06-20,Gadget,65,24.38,7,M1,in progress,-0.04
O10782,C1110,B,2025-05-07,2025-05-17,Gadget,18,4.09,10,M1,delayed,3.59
O10783,C1262,B,2025-06-26,2025-07-10,Gadget,96,30.71,6,M3,delayed,-0.67
O10784,C1243,B,2025-06-10,2025-06-13,Thingamajig,49,14.47,10,M3,in progress,5.35
O10785,C1407,B,2025-05-28,2025-06-05,Widget,11,1.65,7,M4,queued,4.64
O10786,C1462,B,2025-05-07,2025-05-19,Doohickey,85,14.49,9,M2,queued,1.75
O10787,C1492,C,2025-05-21,2025-05-27,Thingamajig,26,8.2,11,M4,queued,2.78
O10788,C1408,B,2025-06-20,2025-06-29,Thingamajig,63,11.46,5,M1,delayed,3.25
O10789,C1377,C,2025-06-07,2025-06-15,Widget,89,13.71,11,M4,queued,1.43
O10790,C1087,C,2025-05-09,2025-05-16,Gadget,86,27.62,11,M1,in progress,0.44
O10791,C1338,C,2025-06-10,2025-06-12,Gadget,59,18.66,9,M2,queued,3.33
O10792,C1044,B,2025-06-02,2025-06-16,Thingamajig,27,6.36,10,M5,queued,1.76
O10793,C1146,B,2025-06-21,2025-07-04,Doohickey,49,18.67,5,M1,queued,0.93
O10794,C1264,B,2025-06-26,2025-07-03,Gadget,77,29.23,4,M5,queued,2.28
O10795,C1340,A,2025-05-30,2025-06-02,Thingamajig,33,7.58,8,M3,queued,8.04
O10796,C1325,C,2025-06-28,2025-07-10,Doohickey,98,24.55,9,M4,in progress,-1.26
O10797,C1318,C,2025-05-23,2025-06-01,Doohickey,99,21.98,7,M4,queued,0.2
O10798,C1172,A,2025-06-19,2025-07-01,Doohickey,1,0.15,4,M5,queued,5.18
O10799,C1048,B,2025-05-07,2025-05-11,Doohickey,21,5.02,8,M3,in progress,5.9
O10800,C1420,B,2025-06-15,2025-06-19,Thingamajig,55,10.29,7,M3,queued,5.37
O10801,C1488,C,2025-05-09,2025-05-17,Thingamajig,6,2.12,11,M3,delayed,2.59
O10802,C1385,B,2025-06-26,2025-07-10,Doohickey,92,35.83,6,M1,queued,-1.18
O10803,C1121,A,2025-07-04,2025-07-08,Gadget,81,30.35,7,M3,queued,5.36
O10804,C1345,B,2025-05-13,2025-05-27,Gadget,69,11.82,5,M5,queued,1.22
O10805,C1159,B,2025-06-15,2025-06-25,Thingamajig,95,23.37,5,M5,queued,1.66
O10806,C1116,B,2025-05-07,2025-05-10,Doohickey,5,1.51,6,M2,in progress,6.65
O10807,C1413,B,2025-06-12,2025-06-25,Doohickey,3,0.62,4,M4,delayed,2.74
O10808,C1102,C,2025-05-26,2025-06-04,Thingamajig,53,9.21,8,M4,in progress,1.48
O10809,C1076,B,2025-05-25,2025-05-30,Thingamajig,23,4.24,7,M2,queued,5.58
O10810,C1013,C,2025-06-06,2025-06-18,Thingamajig,53,18.94,5,M5,in progress,-0.69
O10811,C1024,B,2025-06-15,2025-06-22,Widget,37,9.66,4,M5,queued,4.23
O10812,C1126,C,2025-05-29,2025-06-12,Widget,74,12.72,6,M5,queued,-0.87
O10813,C1244,C,2025-05-27,2025-05-31,Doohickey,74,27.59,10,M4,queued,1.64
O10814,C1313,B,2025-05-24,2025-05-28,Widget,83,29.31,9,M3,queued,3.47
O10815,C1436,C,2025-06-15,2025-06-26,Gadget,17,4.57,10,M4,in progress,1.14
O10816,C1394,B,2025-05-29,2025-05-31,Doohickey,85,21.31,10,M2,in progress,5.07
O10817,C1038,A,2025-06-13,2025-06-27,Widget,78,28.46,5,M3,queued,1.55
O10818,C1234,B,2025-05-13,2025-05-22,Doohickey,73,16.7,11,M1,in progress,2.73
O10819,C1213,A,2025-06-27,2025-07-01,Gadget,1,0.24,11,M1,queued,8.38
O10820,C1454,C,2025-05-21,2025-06-03,Gadget,51,9.29,6,M5,in progress,-0.13
O10821,C1323,C,2025-06-20,2025-07-02,Doohickey,45,8.1,7,M3,queued,0.39
O10822,C1295,C,2025-05-07,2025-05-12,Widget,77,25.04,11,M4,delayed,1.5
O10823,C1100,B,2025-06-08,2025-06-18,Doohickey,4,1.4,10,M2,queued,3.86
O10824,C1368,C,2025-06-08,2025-06-12,Gadget,62,17.05,11,M5,in progress,2.7
O10825,C1357,A,2025-05-08,2025-05-15,Widget,65,11.25,10,M5,queued,6.08
O10826,C1197,C,2025-06-14,2025-06-26,Widget,32,6.29,8,M3,queued,0.57
O10827,C1254,A,2025-06-04,2025-06-17,Thingamajig,34,11.62,5,M2,queued,3.64
O10828,C1205,A,2025-05-09,2025-05-22,Doohickey,92,23.99,5,M1,queued,2.4
O10829,C1125,A,2025-05-28,2025-06-03,Gadget,95,33.17,7,M5,in progress,4.28
O10830,C1076,B,2025-05-07,2025-05-19,Gadget,72,14.33,11,M5,queued,1.77
O10831,C1336,A,2025-06-12,2025-06-17,Doohickey,39,11.22,11,M3,in progress,6.88
O10832,C1353,A,2025-06-08,2025-06-19,Doohickey,26,4.6,9,M5,queued,5.14
O10833,C1003,B,2025-07-02,2025-07-13,Gadget,34,7.63,4,M3,in progress,2.84
O10834,C1458,B,2025-05-20,2025-06-03,Gadget,54,15.41,8,M2,queued,0.86
O10835,C1385,A,2025-06-11,2025-06-16,Doohickey,3,0.94,5,M1,queued,7.91
O10836,C1441,B,2025-05-19,2025-05-27,Doohickey,50,19.69,8,M1,in progress,2.83
O10837,C1395,C,2025-05-10,2025-05-18,Widget,12,2.5,5,M5,queued,2.55
O10838,C1454,C,2025-05-15,2025-05-26,Thingamajig,65,14.55,8,M5,queued,0.15
O10839,C1055,B,2025-06-05,2025-06-17,Gadget,54,8.66,6,M3,in progress,2.33
O10840,C1399,A,2025-06-02,2025-06-14,Widget,5,1.09,10,M2,in progress,5.09
O10841,C1218,B,2025-05-25,2025-06-01,Doohickey,94,20.03,5,M3,queued,3.2
O10842,C1113,B,2025-05-23,2025-05-30,Thingamajig,94,29.44,8,M4,delayed,2.26
O10843,C1091,A,2025-06-23,2025-07-06,Gadget,57,21.35,11,M5,delayed,2.66
O10844,C1412,C,2025-06-19,2025-06-28,Thingamajig,17,4.87,4,M1,in progress,1.91
O10845,C1491,B,2025-05-10,2025-05-15,Widget,47,15.63,6,M1,in progress,4.44
O10846,C1357,B,2025-05-13,2025-05-22,Doohickey,23,3.88,6,M3,queued,4.01
O10847,C1266,B,2025-06-28,2025-07-06,Widget,79,21.06,4,M3,queued,2.69
O10848,C1238,B,2025-07-03,2025-07-13,Thingamajig,85,27.63,8,M5,queued,1.24
O10849,C1026,B,2025-06-22,2025-06-29,Widget,14,4.05,11,M3,queued,4.8
O10850,C1286,C,2025-07-01,2025-07-13,Widget,66,25.44,7,M1,in progress,-1.34
O10851,C1128,A,2025-06-16,2025-06-22,Doohickey,75,11.64,4,M1,queued,6.44
O10852,C1470,C,2025-05-08,2025-05-17,Doohickey,51,19.43,8,M1,delayed,0.46
O10853,C1435,B,2025-05-21,2025-06-04,Thingamajig,38,12.98,4,M4,queued,1.1
O10854,C1063,B,2025-07-01,2025-07-08,Thingamajig,64,14.45,4,M3,queued,3.76
O10855,C1234,B,2025-06-14,2025-06-19,Widget,98,31.25,5,M5,queued,2.88
O10856,C1069,B,2025-06-20,2025-07-02,Gadget,38,14.54,8,M1,queued,1.75
O10857,C1411,B,2025-06-03,2025-06-11,Widget,50,13.18,7,M4,in progress,3.48
O10858,C1238,C,2025-06-27,2025-07-09,Thingamajig,98,23.77,10,M3,queued,-1.18
O10859,C1342,A,2025-06-19,2025-06-29,Widget,82,17.44,5,M2,queued,4.26
O10860,C1272,C,2025-06-27,2025-07-05,Doohickey,30,6.88,4,M5,delayed,2.11
O10861,C1287,B,2025-06-11,2025-06-23,Widget,79,30.99,10,M5,queued,0.1
O10862,C1305,B,2025-05-24,2025-06-04,Doohickey,91,32.21,9,M5,queued,0.38
O10863,C1163,B,2025-05-23,2025-06-06,Gadget,51,11.98,10,M5,delayed,1.2
O10864,C1487,B,2025-05-26,2025-05-31,Doohickey,63,12.07,4,M2,queued,4.79
O10865,C1387,C,2025-05-11,2025-05-15,Gadget,98,30.82,4,M3,queued,1.32
O10866,C1457,A,2025-05-22,2025-05-24,Gadget,52,9.18,11,M3,queued,8.28
O10867,C1227,C,2025-05-17,2025-05-22,Widget,38,9.51,8,M3,queued,3.05
O10868,C1314,B,2025-05-14,2025-05-23,Thingamajig,97,38.46,8,M5,queued,0.55
O10869,C1418,A,2025-06-28,2025-07-05,Thingamajig,88,21.72,5,M2,delayed,5.03
O10870,C1369,B,2025-05-31,2025-06-06,Widget,79,20.58,7,M4,delayed,3.54
O10871,C1457,B,2025-05-20,2025-05-25,Gadget,30,7.48,5,M5,queued,5.25
O10872,C1259,B,2025-06-18,2025-06-26,Thingamajig,51,12.94,6,M2,queued,3.51
O10873,C1219,B,2025-05-29,2025-06-06,Doohickey,81,25.29,4,M1,in progress,2.27
O10874,C1426,C,2025-05-27,2025-05-30,Thingamajig,5,1.0,10,M3,queued,4.7
O10875,C1465,A,2025-05-07,2025-05-18,Gadget,29,7.81,9,M5,in progress,4.82
O10876,C1281,C,2025-05-31,2025-06-08,Gadget,4,1.13,4,M5,queued,2.69
O10877,C1229,B,2025-05-13,2025-05-16,Doohickey,10,2.5,4,M2,in progress,6.55
O10878,C1460,B,2025-05-31,2025-06-05,Widget,56,12.56,5,M3,in progress,4.74
O10879,C1082,C,2025-05-06,2025-05-19,Thingamajig,17,4.21,9,M4,in progress,0.38
O10880,C1381,C,2025-05-18,2025-05-21,Widget,74,11.8,9,M1,queued,3.62
O10881,C1442,C,2025-06-23,2025-06-28,Thingamajig,17,3.44,9,M2,queued,3.66
O10882,C1244,C,2025-06-20,2025-07-01,Doohickey,84,17.11,5,M4,queued,-0.11
O10883,C1231,B,2025-05-25,2025-06-02,Widget,88,26.3,4,M4,queued,2.17
O10884,C1133,C,2025-05-07,2025-05-17,Thingamajig,69,12.05,5,M1,queued,0.8
O10885,C1385,B,2025-06-02,2025-06-11,Thingamajig,34,8.04,8,M1,in progress,3.6
O10886,C1127,B,2025-06-10,2025-06-14,Gadget,6,1.34,8,M1,queued,6.27
O10887,C1431,B,2025-06-07,2025-06-12,Gadget,53,9.0,5,M4,queued,5.1
O10888,C1327,C,2025-06-18,2025-06-30,Thingamajig,66,19.68,9,M2,queued,-0.77
O10889,C1142,B,2025-06-08,2025-06-18,Gadget,77,19.18,11,M4,queued,2.08
O10890,C1393,B,2025-05-08,2025-05-21,Thingamajig,43,15.9,4,M2,queued,1.21
O10891,C1399,B,2025-05-31,2025-06-04,Thingamajig,75,14.09,5,M4,queued,4.99
O10892,C1267,B,2025-06-01,2025-06-13,Gadget,23,5.59,5,M1,queued,2.64
O10893,C1249,A,2025-05-06,2025-05-12,Gadget,55,9.36,5,M3,in progress,6.66
O10894,C1321,C,2025-05-30,2025-06-10,Gadget,80,21.4,11,M5,in progress,-0.54
O10895,C1123,A,2025-05-13,2025-05-23,Widget,95,33.93,11,M4,queued,2.61
O10896,C1141,B,2025-06-15,2025-06-22,Doohickey,75,20.19,6,M5,queued,3.18
O10897,C1226,A,2025-06-26,2025-07-09,Thingamajig,16,6.06,8,M5,in progress,4.19
O10898,C1040,C,2025-05-18,2025-05-23,Doohickey,8,2.77,10,M5,delayed,3.72
O10899,C1366,C,2025-05-17,2025-05-23,Widget,4,0.8,9,M4,in progress,3.52
O10900,C1147,C,2025-06-21,2025-07-05,Widget,4,0.72,7,M3,delayed,0.33
O10901,C1121,B,2025-05-19,2025-05-30,Thingamajig,56,22.23,11,M5,in progress,1.38
O10902,C1140,B,2025-05-11,2025-05-22,Thingamajig,25,4.86,10,M4,queued,3.11
O10903,C1172,B,2025-06-13,2025-06-20,Doohickey,67,20.16,11,M4,in progress,3.18
O10904,C1164,C,2025-06-13,2025-06-22,Doohickey,96,24.13,9,M4,in progress,-0.01
O10905,C1458,B,2025-06-09,2025-06-15,Gadget,67,17.13,7,M4,queued,3.89
O10906,C1277,B,2025-06-21,2025-06-27,Doohickey,27,4.12,6,M4,queued,5.19
O10907,C1042,B,2025-06-22,2025-07-03,Doohickey,93,25.14,5,M2,in progress,1.09
O10908,C1071,C,2025-06-06,2025-06-12,Widget,32,11.09,6,M2,delayed,2.49
O10909,C1078,C,2025-06-05,2025-06-17,Doohickey,50,11.77,11,M5,queued,0.02
O10910,C1119,B,2025-06-21,2025-06-28,Gadget,61,10.46,6,M2,queued,4.15
